"","GTEX.111VG.0526.SM.5N9BW","GTEX.11DXY.0426.SM.5H12R","GTEX.11EQ8.0826.SM.5N9FG","GTEX.11EQ9.0626.SM.5A5K1","GTEX.11NV4.0626.SM.5N9BR","GTEX.1211K.0726.SM.5FQUW","GTEX.131XF.1826.SM.5EGKG","GTEX.131YS.0726.SM.5P9G9","GTEX.13NZ9.1126.SM.5MR37","GTEX.14ABY.0926.SM.5Q5DY","GTEX.14AS3.0226.SM.5Q5B6","GTEX.14BMU.0226.SM.5S2QA","GTEX.PLZ4.1226.SM.2I5FE","GTEX.R55E.0826.SM.2TC5M","GTEX.R55G.0726.SM.2TC6J","GTEX.TKQ1.0126.SM.33HB3","GTEX.YFC4.2626.SM.5P9FQ","GTEX.YFCO.0326.SM.4W1ZP","GTEX.ZE7O.1126.SM.57WC8","GTEX.ZYY3.1926.SM.5GZXS"
"ENSG00000205423",912,585,803,720,927,413,385,847,1034,641,723,557,800,376,278,809,1794,770,573,704
"ENSG00000259843",0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000261835",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260298",0,0,0,0,0,0,0,2,6,2,0,0,0,0,0,0,2,1,0,1
"ENSG00000155393",806,774,556,1082,965,395,703,755,1330,849,283,876,531,685,278,1066,2027,1308,382,624
"ENSG00000202124",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
"ENSG00000260381",4,1,2,5,6,1,8,4,6,4,1,0,4,1,0,11,7,9,2,0
"ENSG00000260031",0,0,1,2,0,0,0,4,0,1,0,0,0,0,1,2,0,0,0,0
"ENSG00000252526",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000121274",1319,1304,2735,1478,1531,866,882,1364,1517,1645,1192,850,1336,857,325,1709,2422,1430,1040,926
"ENSG00000121281",526,670,1378,289,1118,173,183,1375,2006,163,397,1120,159,189,369,299,3459,45,595,840
"ENSG00000166164",2127,3166,3781,3247,2928,2778,2336,3922,4050,5056,2226,2357,3639,3314,772,5337,5393,3857,2650,2817
"ENSG00000238544",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261393",0,0,2,1,0,0,3,2,0,1,2,4,1,1,0,0,0,1,0,0
"ENSG00000261092",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260573",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000252077",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000140807",147,373,103,96,200,60,129,141,191,64,88,41,72,41,64,71,270,20,184,87
"ENSG00000260029",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000205414",3,9,0,4,3,2,0,0,4,0,0,0,2,0,0,4,6,0,0,2
"ENSG00000261685",67,205,95,119,123,41,199,100,138,61,78,27,70,72,49,109,151,72,159,75
"ENSG00000260249",24,47,16,12,36,6,16,22,43,4,6,3,20,2,7,22,44,10,21,17
"ENSG00000167208",438,52,261,83,1366,38,84,754,993,71,314,691,72,50,197,105,2823,29,160,374
"ENSG00000167207",616,113,212,122,669,32,79,413,649,109,186,336,86,66,111,149,1176,36,180,280
"ENSG00000270120",4,3,4,0,12,1,0,8,26,0,4,9,3,0,8,0,23,0,2,4
"ENSG00000261644",49,15,33,15,132,5,6,107,147,24,25,50,5,8,35,9,322,4,16,39
"ENSG00000260929",13,8,17,5,31,2,4,18,42,6,4,10,0,0,12,4,86,2,5,18
"ENSG00000083799",4117,3133,5077,5160,5924,3760,3229,5014,6804,5674,3858,4014,3947,2737,1320,6788,10724,5054,2968,2993
"ENSG00000264947",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260616",8,18,0,10,15,0,6,6,10,7,4,4,1,0,0,9,8,0,8,3
"ENSG00000261703",0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0
"ENSG00000260042",0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199771",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000263082",2,0,4,0,0,2,0,0,5,2,4,0,2,2,0,2,0,0,0,0
"ENSG00000261241",2,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0,4,0,0,4
"ENSG00000261637",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000260605",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260620",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261282",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000103449",972,3196,8072,8091,3619,4409,4540,9013,6758,7743,5729,4934,7632,4088,932,9673,5078,8066,2778,1320
"ENSG00000261238",4,0,3,5,0,4,6,17,15,6,2,1,2,3,1,15,5,6,0,2
"ENSG00000261047",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260818",0,5,0,4,2,0,8,10,16,17,3,2,16,0,2,6,14,14,6,1
"ENSG00000260850",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224578",190,320,148,525,327,406,200,181,294,499,88,230,428,238,92,459,328,200,276,262
"ENSG00000223168",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260057",76,261,203,131,205,152,125,384,157,1029,151,104,248,325,17,365,321,409,251,109
"ENSG00000261190",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261470",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260268",0,0,7,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0
"ENSG00000261749",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260975",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260478",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000221515",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260887",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000103460",2,6,2,2,0,4,0,2,2,6,2,2,12,0,0,7,2,2,17,20
"ENSG00000249231",5,0,2,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2,0,1
"ENSG00000260963",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260393",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261261",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"ENSG00000234337",0,6,0,1,2,2,0,4,4,1,0,0,2,2,0,3,7,3,2,2
"ENSG00000260326",0,1,0,2,0,0,2,2,0,0,0,2,5,0,1,3,1,0,0,0
"ENSG00000260258",0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"ENSG00000260939",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"ENSG00000261550",4,3,3,1,2,0,0,0,0,0,0,2,4,0,2,0,3,0,0,3
"ENSG00000177200",3185,4492,4012,5882,4049,4894,3748,4397,4098,5512,3490,3106,4400,3360,1176,9587,4300,4922,3331,2696
"ENSG00000261291",0,5,1,4,0,0,1,4,2,0,0,3,3,2,0,1,5,2,0,1
"ENSG00000212582",0,0,0,0,3,2,1,0,0,3,0,0,0,0,0,0,0,3,0,0
"ENSG00000261056",9,20,12,12,6,16,7,12,11,6,14,14,13,2,4,11,22,40,17,4
"ENSG00000238645",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000202193",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259962",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260078",18,2,0,0,1,2,0,0,2,2,0,0,1,0,0,0,0,0,1,0
"ENSG00000261804",13,1,2,0,10,2,2,6,0,0,0,6,0,0,4,10,12,2,0,0
"ENSG00000262714",6,2,12,0,16,2,2,18,8,4,0,2,2,0,4,15,32,1,0,3
"ENSG00000103479",5177,7855,6874,9476,5435,7753,6133,7575,10097,8676,8171,8131,14492,4439,3143,12258,10254,8487,6654,6036
"ENSG00000252569",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
"ENSG00000259926",4,8,2,0,3,3,7,4,4,0,2,0,0,1,0,11,0,0,1,2
"ENSG00000166971",1577,1962,2530,2053,1835,1608,1507,1908,1933,2780,1359,1199,2307,1576,487,3781,2382,3263,1460,1623
"ENSG00000103494",369,506,268,642,503,512,560,667,624,811,466,309,495,435,119,1060,760,898,420,346
"ENSG00000140718",616,1618,1305,1882,741,1487,1400,1434,1198,2312,906,937,1824,1088,310,2212,1467,1488,1125,885
"ENSG00000261630",0,1,4,0,0,2,3,1,0,0,0,2,0,2,0,3,0,5,0,4
"ENSG00000260194",2,6,0,0,0,1,1,3,6,0,1,2,3,0,2,5,0,1,1,4
"ENSG00000261049",0,0,1,0,1,0,0,2,1,0,1,1,1,2,0,0,2,0,0,0
"ENSG00000260936",20,27,8,17,26,16,23,18,12,2,1,12,42,25,8,45,6,26,12,10
"ENSG00000259759",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259517",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000177508",595,98,1661,802,641,817,264,1118,1293,381,713,2273,580,77,420,2186,1341,346,212,267
"ENSG00000261803",0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000264079",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261171",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000245694",208,90,213,85,155,61,60,175,95,55,87,105,257,65,30,262,176,71,61,94
"ENSG00000176842",67,15,31,8,10,2,4,17,8,9,14,8,6,2,2,22,8,8,6,13
"ENSG00000259711",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259725",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"ENSG00000260147",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259283",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000239555",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000159387",184,67,47,32,68,30,14,682,39,49,49,3,129,25,9,31,35,41,37,66
"ENSG00000263207",0,0,2,2,2,2,0,6,0,0,4,0,0,0,0,0,2,0,0,0
"ENSG00000240760",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000087245",17880,21670,10745,39676,5396,13111,14172,9555,20881,17606,7824,14860,21855,27660,10154,21037,8407,9672,20475,22029
"ENSG00000260135",4,6,1,1,18,0,4,31,4,0,1,11,3,12,13,3,59,0,4,1
"ENSG00000087253",2829,5409,3287,9487,4657,6861,5364,8277,5468,12203,3749,5570,5591,5166,1016,13669,4494,19731,2795,2535
"ENSG00000261997",306,151,19,419,219,421,297,243,90,164,296,193,153,52,69,1178,135,518,61,52
"ENSG00000256812",60,13,8,36,16,36,28,9,10,7,16,23,2,5,4,23,2,16,8,24
"ENSG00000103546",13,2,0,1,8,1,0,2,2,2,0,0,2,0,1,0,2,0,4,18
"ENSG00000260765",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
"ENSG00000228695",17,1,3,13,1,8,26,139,34,1,13,3,2,0,4,4,25,0,19,20
"ENSG00000198848",240,824,395,1175,35,215,998,3788,809,173,337,421,496,99,188,401,89,390,509,921
"ENSG00000159398",0,0,1,3,4,1,5,0,27,2,0,2,0,0,1,0,22,8,2,2
"ENSG00000246379",41,53,21,44,18,22,40,44,46,65,10,13,20,11,8,71,41,32,40,35
"ENSG00000260041",0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
"ENSG00000261013",0,1,0,0,0,1,0,2,0,2,0,0,0,0,1,1,0,0,0,0
"ENSG00000087258",863,1152,645,1598,653,223,488,897,913,875,544,444,580,420,202,912,1151,361,790,940
"ENSG00000261439",0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
"ENSG00000265281",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260198",0,3,7,1,5,0,0,3,18,4,1,4,1,2,0,0,6,0,0,12
"ENSG00000272372",0,6,2,17,4,2,9,5,7,8,4,4,0,9,10,14,7,1,2,6
"ENSG00000159461",2603,3134,3562,5614,3409,4442,2847,3872,4025,4911,2508,3085,4426,4015,1147,6535,4454,6083,2479,2895
"ENSG00000260621",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000167005",3348,4427,3623,4683,4033,4429,3018,4797,4086,6607,3498,2933,6080,3716,973,7363,7033,5220,3259,3255
"ENSG00000087263",990,1684,1693,2058,1483,1205,1189,1422,1766,1782,910,1143,1355,1199,420,2970,2336,2264,1074,1092
"ENSG00000125124",2948,3354,1866,3150,2791,2918,2782,5302,3437,4180,2874,2191,2925,2513,938,5198,4080,3509,2333,2305
"ENSG00000102891",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1
"ENSG00000087250",12,51,39,37,9,8,67,48,32,39,22,24,52,26,34,33,72,98,74,84
"ENSG00000125148",5072,5712,21262,22431,3983,18095,23665,9115,4896,8328,3140,17370,14675,4079,3583,32049,8696,47424,4472,24043
"ENSG00000260823",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260549",218,261,512,597,191,284,367,625,336,385,164,440,465,424,51,342,261,1136,268,275
"ENSG00000169715",2024,2691,12438,7056,1806,8132,7684,7628,3230,5037,1976,6041,11617,1736,938,4961,3910,18572,3108,9099
"ENSG00000268317",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000205364",456,449,1149,2221,242,1994,3114,622,293,402,105,1235,1220,230,225,4245,505,2720,288,1716
"ENSG00000255986",15,11,61,84,6,118,259,13,8,4,2,30,42,0,15,257,14,98,3,58
"ENSG00000205362",70,102,136,781,39,589,1094,42,70,46,11,525,281,32,89,1999,166,246,41,388
"ENSG00000205361",8,15,24,8,7,7,11,28,10,17,6,13,22,8,2,15,26,29,7,7
"ENSG00000205360",0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000169688",0,0,2,1,0,0,0,0,2,0,0,1,0,0,1,2,1,1,0,1
"ENSG00000198417",2554,4370,10953,6700,2641,5034,4513,10781,2018,11552,1491,3567,6847,3017,487,3317,3247,29044,2741,7254
"ENSG00000125144",6387,5678,15897,12130,2704,10025,8769,16279,1677,15050,1149,5056,8876,2999,481,5954,3013,71965,1905,44273
"ENSG00000205358",1338,526,4056,1740,227,1532,1140,2326,224,1255,91,486,2375,261,43,525,443,10663,217,12539
"ENSG00000187193",1764,6264,8966,21106,2630,31733,17330,5277,1966,7388,1296,10448,19310,2501,2620,41557,2977,35444,1657,12491
"ENSG00000261429",0,1,0,2,0,2,2,0,0,1,0,0,1,0,2,2,0,3,0,0
"ENSG00000261302",36,23,44,10,26,21,10,42,48,8,43,22,36,12,10,22,53,29,10,16
"ENSG00000102900",1992,2137,4407,4301,2530,3070,3367,3667,6347,3529,2596,2796,4708,2565,820,7075,3855,7530,1785,1625
"ENSG00000207649",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000070915",28,4,29,11,80,2,10,30,46,7,25,24,7,13,22,21,153,2,10,51
"ENSG00000243988",2,0,16,0,6,4,0,10,5,2,5,2,4,0,0,3,8,2,0,5
"ENSG00000051108",7298,17120,16329,13760,17432,8961,8444,11683,12932,15488,5214,16075,5979,7509,3579,22945,20960,26968,6649,10390
"ENSG00000261270",23,69,39,39,71,17,36,49,37,27,14,32,25,17,22,115,95,43,19,30
"ENSG00000261114",65,171,81,69,159,52,81,118,94,68,43,83,38,45,29,175,226,71,24,63
"ENSG00000263441",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000087237",203,442,285,549,511,127,43,1007,435,835,124,190,134,419,53,361,935,316,390,115
"ENSG00000140853",9450,2404,6461,2460,11269,1235,1207,8999,11407,1819,3404,5235,1877,2700,2477,3783,22910,999,3540,5736
"ENSG00000259922",6,1,2,0,25,0,0,2,7,4,0,6,2,0,0,0,12,0,5,2
"ENSG00000260145",6,5,9,1,10,0,0,4,9,2,3,0,1,0,2,2,8,2,4,1
"ENSG00000260148",0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0,3
"ENSG00000140848",3670,2398,2863,3328,1977,1324,1678,4411,3189,2656,1532,1997,2631,3172,662,3500,2420,3658,2310,1976
"ENSG00000172775",5181,4783,5665,6298,6968,4366,3786,7173,7418,5299,3910,3665,5628,3717,1628,8755,11285,6983,3776,5153
"ENSG00000159579",1414,1774,1788,2389,2068,2005,1385,1938,1843,2510,1641,1657,2073,1623,508,4182,2547,3425,1294,1352
"ENSG00000102931",1729,2089,1636,2515,2029,1417,1529,1986,1961,2560,1307,1402,2015,2134,490,3310,2272,3697,1995,1767
"ENSG00000260038",10,8,17,7,17,3,4,11,15,3,9,6,17,9,1,26,13,20,10,10
"ENSG00000102934",699,528,604,948,518,1051,838,1081,1006,1583,756,491,699,974,164,842,640,1660,675,579
"ENSG00000260965",0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0
"ENSG00000271456",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000102962",16,15,6,2,391,5,4,123,294,33,25,250,168,84,58,25,775,4,57,13
"ENSG00000006210",7814,5800,2835,3857,6435,2023,3472,11477,6552,7769,2616,2703,2572,9407,894,5567,5571,2956,5048,3338
"ENSG00000102970",8,4,6,1,82,0,2,54,43,6,13,15,1,14,8,3,195,1,180,11
"ENSG00000005194",1123,1494,1171,2788,1717,1870,1590,1267,1811,1854,1017,1740,1400,1359,485,3910,2341,3196,1009,1209
"ENSG00000088682",2523,3718,3672,3908,2576,2636,2768,3584,3906,3696,2534,2132,3427,2667,798,5428,4266,6171,1834,3436
"ENSG00000102978",2491,3183,3500,3842,2663,4124,3079,4275,3759,4520,2691,2507,3854,3242,773,6120,4275,4875,2106,2592
"ENSG00000125170",1809,1275,2014,1687,1121,1039,927,1955,2605,1527,1574,1145,1725,1803,356,2052,1816,1785,1603,1134
"ENSG00000135736",1065,780,2109,858,1310,763,621,1131,1551,1170,794,811,813,798,197,830,1500,1133,1025,718
"ENSG00000159618",261,63,205,21,1603,32,89,463,1233,206,201,640,97,53,234,54,3176,42,123,594
"ENSG00000260828",28,3,5,0,0,0,3,4,7,8,5,8,1,4,4,4,29,0,11,5
"ENSG00000205336",10953,21440,16996,27770,13142,17270,14324,23091,15735,30050,8748,12630,8301,15495,3166,38054,16737,40631,9545,13341
"ENSG00000261633",2,0,0,5,0,2,4,1,1,0,2,0,0,1,0,2,0,1,1,2
"ENSG00000182885",408,713,656,1016,69,561,238,187,384,639,719,360,1186,432,184,2918,283,281,510,588
"ENSG00000260467",0,3,3,3,1,1,2,0,2,1,0,0,3,0,0,9,0,1,2,0
"ENSG00000159625",4,9,44,2,10,7,7,6,16,5,21,7,26,9,4,12,44,4,15,5
"ENSG00000260438",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000140854",1336,1535,885,2086,1338,776,840,1982,1832,1239,903,1240,1204,1256,350,1798,2125,1950,1076,1165
"ENSG00000140859",8511,7138,6801,16960,5783,7518,5875,14736,10878,8085,6563,4964,8632,6879,1994,13123,9106,15633,6127,7487
"ENSG00000187185",19,24,3,32,21,32,21,45,36,38,13,11,25,13,1,22,13,35,10,7
"ENSG00000206833",0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,2,0,0
"ENSG00000265209",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000070729",2,0,2,2,7,9,0,2,7,9,4,2,1,1,0,1,10,3,2,2
"ENSG00000159648",191,103,50,216,133,327,157,91,587,229,80,114,187,126,24,270,55,771,58,81
"ENSG00000166188",1022,755,1837,1808,934,1819,1218,1534,2236,1702,1216,1571,1207,1590,379,1932,1802,2982,665,654
"ENSG00000103005",2121,2608,2334,4027,2384,3682,2050,3157,4139,2942,1815,2119,2737,2415,726,6127,4358,4634,1688,2170
"ENSG00000102996",10665,8869,5767,9221,8716,10426,6496,16552,8568,13979,7672,5152,6777,17683,1466,10130,7479,11854,8464,4831
"ENSG00000207173",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261151",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000070761",1124,1433,1670,1268,1251,1088,1023,1427,1547,1813,1091,957,1053,1458,283,1549,1908,1961,1085,895
"ENSG00000260545",12,4,7,7,3,3,7,7,17,4,14,6,11,7,3,0,10,6,0,2
"ENSG00000260927",18,9,14,6,18,14,13,37,38,24,28,11,19,13,11,39,69,25,14,22
"ENSG00000070770",3123,2871,6315,4887,3744,3919,2635,4706,4903,4588,3583,2689,8453,2922,1073,6254,6499,4072,2779,4167
"ENSG00000260867",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000240863",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000103021",192,378,161,194,187,224,94,311,176,430,137,113,177,309,62,360,251,323,237,207
"ENSG00000103023",0,0,4,0,0,2,0,2,0,1,2,0,0,0,0,0,0,2,0,1
"ENSG00000181938",182,253,181,417,297,197,156,354,311,271,190,219,228,241,75,357,494,278,238,205
"ENSG00000212379",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261078",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0
"ENSG00000252271",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260186",2,2,0,2,2,3,0,4,0,0,2,0,7,2,2,2,23,1,1,2
"ENSG00000103034",867,1295,333,968,615,532,390,914,1043,1047,506,287,432,857,212,471,971,595,750,371
"ENSG00000200556",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000103037",1183,1174,1166,2051,1228,1726,1482,1884,1567,1418,1069,854,1261,827,391,3432,1992,2058,755,974
"ENSG00000125107",4444,6167,8745,10745,7651,9930,7102,10142,11160,10856,5849,8068,10932,8079,2423,17741,13117,8661,5718,5865
"ENSG00000207493",0,3,0,0,2,0,0,0,2,0,0,0,0,1,1,2,1,0,0,0
"ENSG00000206952",0,6,1,7,0,4,3,3,3,7,1,4,6,4,1,5,8,0,0,1
"ENSG00000260865",2,0,5,0,0,1,0,1,0,0,2,1,2,0,0,0,4,1,0,1
"ENSG00000239121",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000103042",1573,1411,1769,2925,1163,1534,1128,2169,2396,1673,1167,1232,1793,1089,570,3395,1748,3209,959,1243
"ENSG00000125166",2798,4713,2827,5720,3455,3195,3590,4307,3867,6684,2391,3345,3313,3515,1093,7749,4552,10083,2537,3404
"ENSG00000245768",0,2,0,1,0,0,0,1,1,2,0,0,0,1,0,0,1,2,3,1
"ENSG00000200424",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000244003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260451",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"ENSG00000242423",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"ENSG00000261638",0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000244043",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000261144",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000238601",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000200062",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000270222",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260240",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260013",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"ENSG00000261807",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"ENSG00000261278",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0
"ENSG00000261590",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261436",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265167",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261310",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000259844",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000265127",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261178",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000224631",188,109,340,232,215,139,97,256,214,175,69,95,702,368,109,539,365,312,129,111
"ENSG00000150394",66,53,10,16,13,6,13,39,26,41,8,0,27,20,1,10,20,27,39,20
"ENSG00000260600",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0
"ENSG00000201289",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260115",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000207441",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237901",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000238507",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231589",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260332",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000223123",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261502",10,9,0,5,1,0,4,0,0,6,6,0,6,0,1,18,7,8,4,4
"ENSG00000269986",2,4,1,2,5,0,2,2,2,5,2,0,2,2,0,6,8,2,0,2
"ENSG00000261199",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000260658",19,14,0,11,5,2,11,1,1,5,1,0,2,3,0,16,13,8,4,4
"ENSG00000241808",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
